cross,fert,dir
U94-B8,96.49122807,sperm
U94-B8,95.45454545,sperm
U94-B8,74.46808511,sperm
U94-U38,90.625,sperm
U94-U38,83.87096774,sperm
U94-U38,96.96969697,sperm
U94-U50,64.70588235,sperm
U94-U50,78.37837838,sperm
U94-U50,53.125,sperm
B8-U94,76.19047619,ova
B8-U94,90.14084507,ova
B8-U94,84.72222222,ova
U38-U94,40,ova
U38-U94,53.125,ova
U38-U94,58.06451613,ova
U50-U94,43.75,ova
U50-U94,36.92307692,ova
U50-U94,31.74603175,ova
